Participant,Difficulty,Technique,Time
s0084,Level1,C,0.8
s0084,Level2,A,0.89
s0084,Level2,B,0.54
s0084,Level2,C,0.95
s0084,Level3,A,1.13
s0084,Level3,B,2.68
s0084,Level3,C,0.97
s0084,Level4,A,3.4
s0084,Level4,B,2.95
s0084,Level4,C,7.52
s0085,Level1,A,0.18
s0085,Level1,B,0.42
s0085,Level1,C,0.43
s0085,Level2,A,0.61
s0085,Level2,B,0.5
s0085,Level2,C,0.94
s0085,Level3,A,0.31
s0085,Level3,B,0.89
s0085,Level3,C,0.63
s0085,Level4,A,2.44
s0085,Level4,B,2.8
s0085,Level4,C,4.27
s0086,Level1,A,0.35
s0086,Level1,B,1.01
s0086,Level1,C,0.29
s0086,Level2,A,0.32
s0086,Level2,B,0.62
s0086,Level2,C,0.34
s0086,Level3,A,0.59
s0086,Level3,B,0.38
s0086,Level3,C,0.35
s0086,Level4,A,1.56
s0086,Level4,B,2.85
s0086,Level4,C,1.58
s0087,Level1,A,1.44
s0087,Level1,B,1.42
s0087,Level1,C,0.53
s0087,Level2,A,0.69
s0087,Level2,B,0.32
s0087,Level2,C,0.84
s0087,Level3,A,0.66
s0087,Level3,B,0.77
s0087,Level3,C,0.74
s0087,Level4,A,3.3
s0087,Level4,B,4.49
s0087,Level4,C,3.46
s0088,Level1,A,0.23
s0088,Level1,B,0.26
s0088,Level1,C,0.59
s0088,Level2,A,0.3
s0088,Level2,B,0.19
s0088,Level2,C,0.44
s0088,Level3,A,0.43
s0088,Level3,B,0.28
s0088,Level3,C,0.37
s0088,Level4,A,2.15
s0088,Level4,B,1.68
s0088,Level4,C,1.9
s0089,Level1,A,0.33
s0089,Level1,B,0.89
s0089,Level1,C,0.38
s0089,Level2,A,0.3
s0089,Level2,B,0.24
s0089,Level2,C,0.55
s0089,Level3,A,0.43
s0089,Level3,B,0.2
s0089,Level3,C,0.82
s0089,Level4,A,3.15
s0089,Level4,B,1.62
s0089,Level4,C,1.46
s0090,Level1,A,0.69
s0090,Level1,B,0.94
s0090,Level1,C,0.57
s0090,Level2,A,0.59
s0090,Level2,B,0.98
s0090,Level2,C,0.65
s0090,Level3,A,0.8
s0090,Level3,B,0.64
s0090,Level3,C,0.82
s0090,Level4,A,2.75
s0090,Level4,B,4.27
s0090,Level4,C,6.59
s0091,Level1,A,1.23
s0091,Level1,B,0.96
s0091,Level1,C,1.18
s0091,Level2,A,1.18
s0091,Level2,B,0.78
s0091,Level2,C,0.89
s0091,Level3,A,1.07
s0091,Level3,B,0.83
s0091,Level3,C,2.44
s0091,Level4,A,12.59
s0091,Level4,B,3.36
s0091,Level4,C,3.14
s0092,Level1,A,0.45
s0092,Level1,B,0.71
s0092,Level1,C,0.52
s0092,Level2,A,0.94
s0092,Level2,B,0.5
s0092,Level2,C,0.4
s0092,Level3,A,0.76
s0092,Level3,B,0.63
s0092,Level3,C,0.5
s0092,Level4,A,4.56
s0092,Level4,B,4.8
s0092,Level4,C,5.1
s0093,Level1,A,0.61
s0093,Level1,B,0.85
s0093,Level1,C,0.48
s0093,Level2,A,0.44
s0093,Level2,B,0.61
s0093,Level2,C,0.35
s0093,Level3,A,1.19
s0093,Level3,B,0.92
s0093,Level3,C,0.92
s0093,Level4,A,4.29
s0093,Level4,B,4.29
s0093,Level4,C,5.77
s0094,Level1,A,0.36
s0094,Level1,B,0.73
s0094,Level1,C,0.56
s0094,Level2,A,0.39
s0094,Level2,B,0.47
s0094,Level2,C,0.6
s0094,Level3,A,0.38
s0094,Level3,B,0.99
s0094,Level3,C,0.59
s0094,Level4,A,6.82
s0094,Level4,B,2.79
s0094,Level4,C,5.53
s0095,Level1,A,1.02
s0095,Level1,B,0.52
s0095,Level1,C,0.4
s0095,Level2,A,0.35
s0095,Level2,B,0.57
s0095,Level2,C,0.26
s0095,Level3,A,0.98
s0095,Level3,B,0.85
s0095,Level3,C,0.81
s0095,Level4,A,2.91
s0095,Level4,B,3.93
s0095,Level4,C,4.41
s0096,Level1,A,1.33
s0096,Level1,B,0.52
s0096,Level1,C,0.55
s0096,Level2,A,0.25
s0096,Level2,B,0.58
s0096,Level2,C,1.02
s0096,Level3,A,1.03
s0096,Level3,B,0.61
s0096,Level3,C,2.16
s0096,Level4,A,6.79
s0096,Level4,B,5.71
s0096,Level4,C,4.98
s0097,Level1,A,0.44
s0097,Level1,B,0.22
s0097,Level1,C,0.45
s0097,Level2,A,0.18
s0097,Level2,B,0.89
s0097,Level2,C,0.45
s0097,Level3,A,0.13
s0097,Level3,B,0.24
s0097,Level3,C,0.4
s0097,Level4,A,1.77
s0097,Level4,B,1.62
s0097,Level4,C,2.53
s0098,Level1,A,0.28
s0098,Level1,B,0.21
s0098,Level1,C,0.7
s0098,Level2,A,0.44
s0098,Level2,B,0.34
s0098,Level2,C,0.49
s0098,Level3,A,0.92
s0098,Level3,B,0.41
s0098,Level3,C,0.23
s0098,Level4,A,1.63
s0098,Level4,B,1.41
s0098,Level4,C,4.9
s0099,Level1,A,0.56
s0099,Level1,B,1.13
s0099,Level1,C,0.49
s0099,Level2,A,0.61
s0099,Level2,B,1.17
s0099,Level2,C,0.98
s0099,Level3,A,1.35
s0099,Level3,B,1.22
s0099,Level3,C,2.94
s0099,Level4,A,3.51
s0099,Level4,B,7.38
s0099,Level4,C,4.68
s0100,Level1,A,0.41
s0100,Level1,B,0.42
s0100,Level1,C,0.74
s0100,Level2,A,0.38
s0100,Level2,B,0.31
s0100,Level2,C,0.18
s0100,Level3,A,0.59
s0100,Level3,B,0.7
s0100,Level3,C,0.73
s0100,Level4,A,1.7
s0100,Level4,B,2.48
s0100,Level4,C,3.33
s0101,Level1,A,1
s0101,Level1,B,1.49
s0101,Level1,C,0.68
s0101,Level2,A,1.48
s0101,Level2,B,0.85
s0101,Level2,C,0.68
s0101,Level3,A,1.17
s0101,Level3,B,2.63
s0101,Level3,C,0.69
s0101,Level4,A,9.26
s0101,Level4,B,3.92
s0101,Level4,C,4.68
s0102,Level1,A,1.39
s0102,Level1,B,0.86
s0102,Level1,C,0.48
s0102,Level2,A,0.52
s0102,Level2,B,0.58
s0102,Level2,C,0.61
s0102,Level3,A,0.49
s0102,Level3,B,0.53
s0102,Level3,C,0.41
s0102,Level4,A,0.97
s0102,Level4,B,2.92
s0102,Level4,C,1.78
s0103,Level1,A,1.09
s0103,Level1,B,0.96
s0103,Level1,C,1.13
s0103,Level2,A,0.86
s0103,Level2,B,0.95
s0103,Level2,C,2.39
s0103,Level3,A,1.6
s0103,Level3,B,0.89
s0103,Level3,C,1.88
s0103,Level4,A,7.12
s0103,Level4,B,5.2
s0103,Level4,C,6.35
s0104,Level1,A,0.45
s0104,Level1,B,0.32
s0104,Level1,C,0.35
s0104,Level2,A,0.11
s0104,Level2,B,0.19
s0104,Level2,C,0.13
s0104,Level3,A,0.29
s0104,Level3,B,0.41
s0104,Level3,C,0.3
s0104,Level4,A,1.91
s0104,Level4,B,1.53
s0104,Level4,C,2.11
s0105,Level1,A,1.12
s0105,Level1,B,1.16
s0105,Level1,C,3.18
s0105,Level2,A,1.94
s0105,Level2,B,1.34
s0105,Level2,C,0.45
s0105,Level3,A,0.98
s0105,Level3,B,1.47
s0105,Level3,C,2.8
s0105,Level4,A,12.53
s0105,Level4,B,16.99
s0105,Level4,C,11.68
s0106,Level1,A,0.92
s0106,Level1,B,0.97
s0106,Level1,C,0.75
s0106,Level2,A,0.39
s0106,Level2,B,0.43
s0106,Level2,C,0.85
s0106,Level3,A,0.67
s0106,Level3,B,0.49
s0106,Level3,C,1.92
s0106,Level4,A,3.42
s0106,Level4,B,1.51
s0106,Level4,C,4.24
s0107,Level1,A,0.64
s0107,Level1,B,0.47
s0107,Level1,C,0.43
s0107,Level2,A,1.18
s0107,Level2,B,0.55
s0107,Level2,C,0.45
s0107,Level3,A,0.91
s0107,Level3,B,0.39
s0107,Level3,C,0.79
s0107,Level4,A,2.68
s0107,Level4,B,3.33
s0107,Level4,C,3.07
s0108,Level1,A,0.74
s0108,Level1,B,0.68
s0108,Level1,C,0.54
s0108,Level2,A,0.71
s0108,Level2,B,0.46
s0108,Level2,C,0.64
s0108,Level3,A,0.69
s0108,Level3,B,0.73
s0108,Level3,C,0.85
s0108,Level4,A,7.44
s0108,Level4,B,3.35
s0108,Level4,C,4.21
s0109,Level1,A,0.89
s0109,Level1,B,0.55
s0109,Level1,C,0.91
s0109,Level2,A,0.72
s0109,Level2,B,0.8
s0109,Level2,C,1.56
s0109,Level3,A,0.82
s0109,Level3,B,5.02
s0109,Level3,C,1.48
s0109,Level4,A,6.79
s0109,Level4,B,4.18
s0109,Level4,C,6.24
s0110,Level1,A,0.85
s0110,Level1,B,0.82
s0110,Level1,C,0.74
s0110,Level2,A,0.8
s0110,Level2,B,0.35
s0110,Level2,C,0.45
s0110,Level3,A,1.13
s0110,Level3,B,0.38
s0110,Level3,C,0.77
s0110,Level4,A,4.94
s0110,Level4,B,2.65
s0110,Level4,C,2.58
s0111,Level1,A,1.37
s0111,Level1,B,0.46
s0111,Level1,C,0.83
s0111,Level2,A,0.86
s0111,Level2,B,0.77
s0111,Level2,C,0.49
s0111,Level3,A,0.87
s0111,Level3,B,0.51
s0111,Level3,C,0.71
s0111,Level4,A,7.66
s0111,Level4,B,5.87
s0111,Level4,C,3.17
s0112,Level1,A,0.55
s0112,Level1,B,0.35
s0112,Level1,C,0.23
s0112,Level2,A,0.51
s0112,Level2,B,0.14
s0112,Level2,C,0.72
s0112,Level3,A,0.63
s0112,Level3,B,0.61
s0112,Level3,C,0.46
s0112,Level4,A,3.6
s0112,Level4,B,4.09
s0112,Level4,C,6.18
s0113,Level1,A,2.05
s0113,Level1,B,1.5
s0113,Level1,C,0.82
s0113,Level2,A,0.82
s0113,Level2,B,1.01
s0113,Level2,C,1.86
s0113,Level3,A,0.7
s0113,Level3,B,0.98
s0113,Level3,C,0.89
s0113,Level4,A,7.77
s0113,Level4,B,3.95
s0113,Level4,C,7.79
s0114,Level1,A,0.49
s0114,Level1,B,1.65
s0114,Level1,C,1.51
s0114,Level2,A,0.84
s0114,Level2,B,1.47
s0114,Level2,C,0.67
s0114,Level3,A,1.17
s0114,Level3,B,3.88
s0114,Level3,C,0.67
s0114,Level4,A,6.72
s0114,Level4,B,5.91
s0114,Level4,C,13.31
s0115,Level1,A,1.2
s0115,Level1,B,0.34
s0115,Level1,C,1.29
s0115,Level2,A,0.96
s0115,Level2,B,0.94
s0115,Level2,C,0.65
s0115,Level3,A,0.62
s0115,Level3,B,0.65
s0115,Level3,C,0.83
s0115,Level4,A,3.41
s0115,Level4,B,7.05
s0115,Level4,C,3.92
s0116,Level1,A,0.95
s0116,Level1,B,1
s0116,Level1,C,0.63
s0116,Level2,A,1.75
s0116,Level2,B,1.62
s0116,Level2,C,0.71
s0116,Level3,A,0.94
s0116,Level3,B,0.7
s0116,Level3,C,0.77
s0116,Level4,A,2.69
s0116,Level4,B,5.63
s0116,Level4,C,4.42
s0117,Level1,A,0.41
s0117,Level1,B,0.4
s0117,Level1,C,0.96
s0117,Level2,A,0.24
s0117,Level2,B,0.47
s0117,Level2,C,0.79
s0117,Level3,A,0.48
s0117,Level3,B,0.54
s0117,Level3,C,0.34
s0117,Level4,A,8.6
s0117,Level4,B,4.31
s0117,Level4,C,4.75
s0118,Level1,A,1.22
s0118,Level1,B,1.52
s0118,Level1,C,1.66
s0118,Level2,A,1.29
s0118,Level2,B,1.84
s0118,Level2,C,1.13
s0118,Level3,A,0.94
s0118,Level3,B,1.21
s0118,Level3,C,1.33
s0118,Level4,A,9.52
s0118,Level4,B,11.26
s0118,Level4,C,8.63
s0119,Level1,A,0.57
s0119,Level1,B,0.88
s0119,Level1,C,0.97
s0119,Level2,A,0.44
s0119,Level2,B,0.59
s0119,Level2,C,0.6
s0119,Level3,A,0.34
s0119,Level3,B,0.63
s0119,Level3,C,1.21
s0119,Level4,A,4.59
s0119,Level4,B,4.38
s0119,Level4,C,1.77
s0120,Level1,A,0.33
s0120,Level1,B,0.38
s0120,Level1,C,0.2
s0120,Level2,A,0.3
s0120,Level2,B,0.5
s0120,Level2,C,0.46
s0120,Level3,A,0.3
s0120,Level3,B,0.34
s0120,Level3,C,1.07
s0120,Level4,A,2.55
s0120,Level4,B,2.64
s0120,Level4,C,2.12
s0121,Level1,A,0.92
s0121,Level1,B,1
s0121,Level1,C,0.38
s0121,Level2,A,0.44
s0121,Level2,B,0.64
s0121,Level2,C,0.46
s0121,Level3,A,0.47
s0121,Level3,B,0.47
s0121,Level3,C,0.64
s0121,Level4,A,6.28
s0121,Level4,B,1.68
s0121,Level4,C,2.99
s0122,Level1,A,0.36
s0122,Level1,B,0.61
s0122,Level1,C,0.55
s0122,Level2,A,1.17
s0122,Level2,B,0.57
s0122,Level2,C,0.22
s0122,Level3,A,0.64
s0122,Level3,B,0.46
s0122,Level3,C,0.46
s0122,Level4,A,4.13
s0122,Level4,B,3.19
s0122,Level4,C,3.52
s0123,Level1,A,0.51
s0123,Level1,B,0.6
s0123,Level1,C,0.37
s0123,Level2,A,0.46
s0123,Level2,B,0.29
s0123,Level2,C,0.75
s0123,Level3,A,0.72
s0123,Level3,B,0.41
s0123,Level3,C,0.23
s0123,Level4,A,4.56
s0123,Level4,B,1.14
s0123,Level4,C,3.58
s0124,Level1,A,0.54
s0124,Level1,B,0.74
s0124,Level1,C,0.38
s0124,Level2,A,0.71
s0124,Level2,B,0.45
s0124,Level2,C,0.96
s0124,Level3,A,0.88
s0124,Level3,B,1.34
s0124,Level3,C,1.9
s0124,Level4,A,4.58
s0124,Level4,B,14
s0124,Level4,C,1.94
s0125,Level1,A,1.55
s0125,Level1,B,0.38
s0125,Level1,C,1.07
s0125,Level2,A,1.94
s0125,Level2,B,0.44
s0125,Level2,C,2.23
s0125,Level3,A,0.84
s0125,Level3,B,1.2
s0125,Level3,C,2.2
s0125,Level4,A,5.71
s0125,Level4,B,5.31
s0125,Level4,C,6.79
s0126,Level1,A,0.29
s0126,Level1,B,0.15
s0126,Level1,C,0.27
s0126,Level2,A,0.42
s0126,Level2,B,0.82
s0126,Level2,C,0.31
s0126,Level3,A,0.3
s0126,Level3,B,0.35
s0126,Level3,C,0.24
s0126,Level4,A,1.65
s0126,Level4,B,3.29
s0126,Level4,C,1.24
s0127,Level1,A,0.51
s0127,Level1,B,0.15
s0127,Level1,C,1.05
s0127,Level2,A,0.38
s0127,Level2,B,0.4
s0127,Level2,C,0.52
s0127,Level3,A,0.64
s0127,Level3,B,1.26
s0127,Level3,C,0.94
s0127,Level4,A,1.94
s0127,Level4,B,3.98
s0127,Level4,C,3.57
s0128,Level1,A,0.36
s0128,Level1,B,0.37
s0128,Level1,C,0.33
s0128,Level2,A,0.46
s0128,Level2,B,0.6
s0128,Level2,C,0.21
s0128,Level3,A,0.36
s0128,Level3,B,0.2
s0128,Level3,C,0.18
s0128,Level4,A,2.03
s0128,Level4,B,1.29
s0128,Level4,C,2.13
s0129,Level1,A,0.8
s0129,Level1,B,0.48
s0129,Level1,C,0.68
s0129,Level2,A,0.96
s0129,Level2,B,0.3
s0129,Level2,C,0.42
s0129,Level3,A,0.38
s0129,Level3,B,0.76
s0129,Level3,C,0.93
s0129,Level4,A,3.08
s0129,Level4,B,3.71
s0129,Level4,C,5.39
s0130,Level1,A,0.24
s0130,Level1,B,0.21
s0130,Level1,C,0.2
s0130,Level2,A,1.32
s0130,Level2,B,0.73
s0130,Level2,C,0.53
s0130,Level3,A,0.29
s0130,Level3,B,0.33
s0130,Level3,C,0.23
s0130,Level4,A,4.16
s0130,Level4,B,2.33
s0130,Level4,C,3.71
s0131,Level1,A,0.24
s0131,Level1,B,0.65
s0131,Level1,C,0.41
s0131,Level2,A,0.72
s0131,Level2,B,0.36
s0131,Level2,C,0.26
s0131,Level3,A,0.24
s0131,Level3,B,0.52
s0131,Level3,C,0.26
s0131,Level4,A,0.55
s0131,Level4,B,4.46
s0131,Level4,C,1.22
s0132,Level1,A,1.32
s0132,Level1,B,0.88
s0132,Level1,C,0.63
s0132,Level2,A,0.36
s0132,Level2,B,2.12
s0132,Level2,C,0.65
s0132,Level3,A,0.33
s0132,Level3,B,0.83
s0132,Level3,C,1.64
s0132,Level4,A,6.85
s0132,Level4,B,6.08
s0132,Level4,C,7.72
s0133,Level1,A,0.24
s0133,Level1,B,0.6
s0133,Level1,C,0.77
s0133,Level2,A,0.23
s0133,Level2,B,1.19
s0133,Level2,C,0.46
s0133,Level3,A,0.42
s0133,Level3,B,1.31
s0133,Level3,C,0.31
s0133,Level4,A,3.05
s0133,Level4,B,4.17
s0133,Level4,C,5.46
s0134,Level1,A,0.79
s0134,Level1,B,0.78
s0134,Level1,C,0.81
s0134,Level2,A,0.84
s0134,Level2,B,0.37
s0134,Level2,C,0.41
s0134,Level3,A,0.54
s0134,Level3,B,0.4
s0134,Level3,C,1.16
s0134,Level4,A,3.21
s0134,Level4,B,1.85
s0134,Level4,C,5.8
s0135,Level1,A,0.72
s0135,Level1,B,0.55
s0135,Level1,C,0.7
s0135,Level2,A,0.38
s0135,Level2,B,0.23
s0135,Level2,C,0.4
s0135,Level3,A,0.41
s0135,Level3,B,1.03
s0135,Level3,C,0.3
s0135,Level4,A,1.53
s0135,Level4,B,3.12
s0135,Level4,C,1.9
s0136,Level1,A,1.04
s0136,Level1,B,0.49
s0136,Level1,C,0.44
s0136,Level2,A,0.41
s0136,Level2,B,0.53
s0136,Level2,C,0.46
s0136,Level3,A,0.41
s0136,Level3,B,0.28
s0136,Level3,C,0.57
s0136,Level4,A,2.71
s0136,Level4,B,2.63
s0136,Level4,C,2.93
s0137,Level1,A,0.96
s0137,Level1,B,0.36
s0137,Level1,C,0.4
s0137,Level2,A,0.55
s0137,Level2,B,0.4
s0137,Level2,C,0.49
s0137,Level3,A,0.71
s0137,Level3,B,0.63
s0137,Level3,C,0.61
s0137,Level4,A,3.01
s0137,Level4,B,3.69
s0137,Level4,C,1.88
s0138,Level1,A,1.26
s0138,Level1,B,0.54
s0138,Level1,C,0.84
s0138,Level2,A,1.51
s0138,Level2,B,0.46
s0138,Level2,C,0.58
s0138,Level3,A,1.53
s0138,Level3,B,0.42
s0138,Level3,C,0.53
s0138,Level4,A,5.23
s0138,Level4,B,5.44
s0138,Level4,C,4.15
s0139,Level1,A,0.26
s0139,Level1,B,0.21
s0139,Level1,C,0.27
s0139,Level2,A,0.42
s0139,Level2,B,0.32
s0139,Level2,C,0.34
s0139,Level3,A,0.41
s0139,Level3,B,0.29
s0139,Level3,C,0.84
s0139,Level4,A,1.12
s0139,Level4,B,1.01
s0139,Level4,C,1.53
s0140,Level1,A,1.97
s0140,Level1,B,0.63
s0140,Level1,C,0.38
s0140,Level2,A,1.12
s0140,Level2,B,0.85
s0140,Level2,C,1.12
s0140,Level3,A,1.4
s0140,Level3,B,1.53
s0140,Level3,C,0.73
s0140,Level4,A,10.8
s0140,Level4,B,8.31
s0140,Level4,C,4.08
s0141,Level1,A,0.32
s0141,Level1,B,0.81
s0141,Level1,C,0.42
s0141,Level2,A,0.15
s0141,Level2,B,0.33
s0141,Level2,C,0.45
s0141,Level3,A,0.27
s0141,Level3,B,0.57
s0141,Level3,C,0.3
s0141,Level4,A,2.36
s0141,Level4,B,2.47
s0141,Level4,C,2.07
s0142,Level1,A,0.66
s0142,Level1,B,0.78
s0142,Level1,C,1.6
s0142,Level2,A,0.43
s0142,Level2,B,0.87
s0142,Level2,C,0.94
s0142,Level3,A,2.74
s0142,Level3,B,0.44
s0142,Level3,C,0.95
s0142,Level4,A,5.45
s0142,Level4,B,3.07
s0142,Level4,C,7.46
s0143,Level1,A,0.74
s0143,Level1,B,0.24
s0143,Level1,C,0.32
s0143,Level2,A,0.49
s0143,Level2,B,0.34
s0143,Level2,C,0.37
s0143,Level3,A,0.45
s0143,Level3,B,0.51
s0143,Level3,C,0.25
s0143,Level4,A,1.83
s0143,Level4,B,2.95
s0143,Level4,C,3.51
s0144,Level1,A,0.48
s0144,Level1,B,0.28
s0144,Level1,C,0.13
s0144,Level2,A,0.25
s0144,Level2,B,0.74
s0144,Level2,C,0.25
s0144,Level3,A,0.2
s0144,Level3,B,0.34
s0144,Level3,C,0.2
s0144,Level4,A,10.53
s0144,Level4,B,1.12
s0144,Level4,C,1.96
s0145,Level1,A,0.83
s0145,Level1,B,1.1
s0145,Level1,C,2.9
s0145,Level2,A,0.76
s0145,Level2,B,1.17
s0145,Level2,C,0.99
s0145,Level3,A,0.76
s0145,Level3,B,2.3
s0145,Level3,C,1
s0145,Level4,A,4.43
s0145,Level4,B,10.95
s0145,Level4,C,4.03
s0146,Level1,A,1.73
s0146,Level1,B,1.37
s0146,Level1,C,0.63
s0146,Level2,A,1
s0146,Level2,B,1.04
s0146,Level2,C,2.22
s0146,Level3,A,0.75
s0146,Level3,B,1.47
s0146,Level3,C,0.34
s0146,Level4,A,6.49
s0146,Level4,B,10.76
s0146,Level4,C,5.2
s0147,Level1,A,2.11
s0147,Level1,B,2.23
s0147,Level1,C,1.35
s0147,Level2,A,2.9
s0147,Level2,B,1.29
s0147,Level2,C,1.45
s0147,Level3,A,0.75
s0147,Level3,B,1.53
s0147,Level3,C,1.14
s0147,Level4,A,8.98
s0147,Level4,B,14.98
s0147,Level4,C,1.6
s0148,Level1,A,0.08
s0148,Level1,B,0.24
s0148,Level1,C,0.3
s0148,Level2,A,0.3
s0148,Level2,B,0.46
s0148,Level2,C,0.28
s0148,Level3,A,0.11
s0148,Level3,B,0.16
s0148,Level3,C,0.27
s0148,Level4,A,1
s0148,Level4,B,1.35
s0148,Level4,C,1.04
s0149,Level1,A,0.74
s0149,Level1,B,0.52
s0149,Level1,C,0.33
s0149,Level2,A,0.46
s0149,Level2,B,0.32
s0149,Level2,C,0.55
s0149,Level3,A,0.57
s0149,Level3,B,0.43
s0149,Level3,C,0.34
s0149,Level4,A,2.49
s0149,Level4,B,5.62
s0149,Level4,C,1.7
s0150,Level1,A,0.36
s0150,Level1,B,0.68
s0150,Level1,C,0.61
s0150,Level2,A,0.49
s0150,Level2,B,1.21
s0150,Level2,C,0.51
s0150,Level3,A,1.06
s0150,Level3,B,0.76
s0150,Level3,C,1.05
s0150,Level4,A,4.33
s0150,Level4,B,8.3
s0150,Level4,C,1.73
s0151,Level1,A,0.28
s0151,Level1,B,0.4
s0151,Level1,C,0.52
s0151,Level2,A,0.7
s0151,Level2,B,0.27
s0151,Level2,C,0.18
s0151,Level3,A,0.13
s0151,Level3,B,0.45
s0151,Level3,C,0.37
s0151,Level4,A,1.07
s0151,Level4,B,2.42
s0151,Level4,C,1.59
s0152,Level1,A,0.61
s0152,Level1,B,1.52
s0152,Level1,C,0.53
s0152,Level2,A,0.72
s0152,Level2,B,1.26
s0152,Level2,C,1.59
s0152,Level3,A,0.77
s0152,Level3,B,0.94
s0152,Level3,C,0.55
s0152,Level4,A,8.23
s0152,Level4,B,4.6
s0152,Level4,C,4.47
s0153,Level1,A,0.38
s0153,Level1,B,0.66
s0153,Level1,C,0.46
s0153,Level2,A,0.53
s0153,Level2,B,0.99
s0153,Level2,C,0.86
s0153,Level3,A,1.08
s0153,Level3,B,0.57
s0153,Level3,C,0.46
s0153,Level4,A,3.8
s0153,Level4,B,3.44
s0153,Level4,C,8.51
s0154,Level1,A,1.43
s0154,Level1,B,0.55
s0154,Level1,C,1.07
s0154,Level2,A,0.78
s0154,Level2,B,0.74
s0154,Level2,C,0.87
s0154,Level3,A,1.19
s0154,Level3,B,0.7
s0154,Level3,C,0.69
s0154,Level4,A,8.95
s0154,Level4,B,12.46
s0154,Level4,C,12.44
s0155,Level1,A,0.55
s0155,Level1,B,1.57
s0155,Level1,C,0.28
s0155,Level2,A,0.94
s0155,Level2,B,0.46
s0155,Level2,C,0.47
s0155,Level3,A,0.92
s0155,Level3,B,0.63
s0155,Level3,C,0.82
s0155,Level4,A,4.56
s0155,Level4,B,5.16
s0155,Level4,C,7.9
s0156,Level1,A,0.98
s0156,Level1,B,0.71
s0156,Level1,C,0.47
s0156,Level2,A,0.67
s0156,Level2,B,0.65
s0156,Level2,C,1.42
s0156,Level3,A,0.53
s0156,Level3,B,0.49
s0156,Level3,C,1.34
s0156,Level4,A,5.34
s0156,Level4,B,4.53
s0156,Level4,C,3.09
s0157,Level1,A,0.62
s0157,Level1,B,0.6
s0157,Level1,C,0.75
s0157,Level2,A,1.15
s0157,Level2,B,0.74
s0157,Level2,C,0.54
s0157,Level3,A,1.08
s0157,Level3,B,1.33
s0157,Level3,C,1.69
s0157,Level4,A,6.71
s0157,Level4,B,4.46
s0157,Level4,C,10.68
s0158,Level1,A,0.16
s0158,Level1,B,0.54
s0158,Level1,C,0.21
s0158,Level2,A,0.55
s0158,Level2,B,0.58
s0158,Level2,C,0.21
s0158,Level3,A,0.26
s0158,Level3,B,0.31
s0158,Level3,C,0.16
s0158,Level4,A,1.97
s0158,Level4,B,1.92
s0158,Level4,C,2.19
s0159,Level1,A,0.9
s0159,Level1,B,1.62
s0159,Level1,C,1
s0159,Level2,A,1.2
s0159,Level2,B,0.89
s0159,Level2,C,0.9
s0159,Level3,A,1.25
s0159,Level3,B,1.66
s0159,Level3,C,0.64
s0159,Level4,A,6.26
s0159,Level4,B,7.92
s0159,Level4,C,8.57
s0160,Level1,A,0.38
s0160,Level1,B,0.2
s0160,Level1,C,0.27
s0160,Level2,A,0.37
s0160,Level2,B,0.59
s0160,Level2,C,0.57
s0160,Level3,A,0.29
s0160,Level3,B,0.78
s0160,Level3,C,0.41
s0160,Level4,A,3.13
s0160,Level4,B,4.63
s0160,Level4,C,1.09
s0161,Level1,A,0.56
s0161,Level1,B,0.59
s0161,Level1,C,1.25
s0161,Level2,A,0.43
s0161,Level2,B,0.39
s0161,Level2,C,1.03
s0161,Level3,A,1.48
s0161,Level3,B,0.41
s0161,Level3,C,1.07
s0161,Level4,A,2.88
s0161,Level4,B,4.08
s0161,Level4,C,8.49
s0162,Level1,A,0.57
s0162,Level1,B,0.98
s0162,Level1,C,2.01
s0162,Level2,A,2.2
s0162,Level2,B,0.49
s0162,Level2,C,1.37
s0162,Level3,A,1.08
s0162,Level3,B,1.01
s0162,Level3,C,0.8
s0162,Level4,A,13.6
s0162,Level4,B,6.95
s0162,Level4,C,5.35
s0163,Level1,A,0.68
s0163,Level1,B,0.25
s0163,Level1,C,0.34
s0163,Level2,A,0.14
s0163,Level2,B,0.68
s0163,Level2,C,0.66
s0163,Level3,A,0.36
s0163,Level3,B,0.29
s0163,Level3,C,0.61
s0163,Level4,A,1.28
s0163,Level4,B,2.13
s0163,Level4,C,2.16
s0164,Level1,A,0.18
s0164,Level1,B,0.21
s0164,Level1,C,0.41
s0164,Level2,A,0.38
s0164,Level2,B,0.42
s0164,Level2,C,0.33
s0164,Level3,A,0.28
s0164,Level3,B,1.2
s0164,Level3,C,0.15
s0164,Level4,A,0.7
s0164,Level4,B,2.01
s0164,Level4,C,1.16
s0165,Level1,A,0.28
s0165,Level1,B,0.42
s0165,Level1,C,0.34
s0165,Level2,A,0.58
s0165,Level2,B,0.38
s0165,Level2,C,0.26
s0165,Level3,A,0.23
s0165,Level3,B,0.33
s0165,Level3,C,0.97
s0165,Level4,A,2.89
s0165,Level4,B,1.93
s0165,Level4,C,1.86
s0166,Level1,A,0.93
s0166,Level1,B,0.5
s0166,Level1,C,1.16
s0166,Level2,A,0.54
s0166,Level2,B,0.81
s0166,Level2,C,0.75
s0166,Level3,A,0.7
s0166,Level3,B,0.98
s0166,Level3,C,1.2
s0166,Level4,A,12.49
s0166,Level4,B,4.26
s0166,Level4,C,11.19
s0167,Level1,A,0.5
s0167,Level1,B,0.66
s0167,Level1,C,0.39
s0167,Level2,A,0.3
s0167,Level2,B,0.54
